Customer_ID,Age,Gender,Region,Brand_Preference,Purchase_Frequency,Average_Spend_INR,Purchase_Channel,Occasion,Mood,Satisfaction_Score
CUST0045,43,Other,North India,Perk,Monthly,625.0,Supermarket,Birthday,Excited,1
CUST0046,29,Male,North India,5 Star,Monthly,1597.0,Supermarket,Raksha Bandhan,Happy,5
CUST0047,23,Female,West India,Munch,Occasionally,771.0,Online,Raksha Bandhan,Excited,5
CUST0048,32,Male,East India,Ferrero Rocher,Monthly,1385.0,Retail Store,Raksha Bandhan,Excited,5
CUST0049,60,Male,South India,Cadbury Dairy Milk,Monthly,1247.0,Online,Birthday,Stressed,1
CUST0050,21,Female,North India,Nestle Kitkat,Occasionally,480.0,Local Shop,Valentine'S Day,Happy,3
CUST0051,14,Female,West India,Ferrero Rocher,Monthly,817.0,Online,No Occasion,Relaxed,1
CUST0052,49,Male,South India,Toblerone,Occasionally,512.0,Local Shop,Birthday,Bored,2
CUST0053,13,Other,South India,Nestle Kitkat,Occasionally,150.0,Local Shop,Diwali,Sad,4
CUST0054,16,Male,North India,Munch,Occasionally,1089.0,Supermarket,New Year,Happy,2
CUST0055,48,Other,South India,Ferrero Rocher,Weekly,1782.0,Supermarket,Valentine'S Day,Sad,2
CUST0056,37,Other,North India,Munch,Monthly,1331.0,Retail Store,New Year,Relaxed,4
CUST0057,15,Female,West India,Cadbury Dairy Milk,Occasionally,1969.0,Local Shop,Valentine'S Day,Relaxed,5
CUST0058,21,Female,West India,Toblerone,Monthly,293.0,Supermarket,Birthday,Excited,1
CUST0059,34,Male,South India,Munch,Monthly,1421.0,Local Shop,Holi,Relaxed,3
CUST0060,35,Other,North India,Munch,Weekly,1322.0,Retail Store,No Occasion,Excited,2
CUST0061,24,Other,East India,Cadbury Dairy Milk,Weekly,154.0,Local Shop,Valentine'S Day,Excited,2
CUST0062,22,Male,West India,Cadbury Dairy Milk,Monthly,743.0,Retail Store,Valentine'S Day,Sad,3
CUST0063,46,Male,North India,Perk,Monthly,1740.0,Retail Store,Birthday,Happy,1
CUST0064,55,Male,North India,Cadbury Dairy Milk,Monthly,1360.0,Retail Store,No Occasion,Excited,2
CUST0065,22,Female,North India,Cadbury Dairy Milk,Monthly,1242.0,Supermarket,No Occasion,Bored,3
CUST0066,42,Male,South India,Cadbury Dairy Milk,Monthly,1493.0,Online,Diwali,Happy,2
CUST0067,34,Male,East India,Ferrero Rocher,Monthly,1120.0,Online,Diwali,Relaxed,5
CUST0068,18,Other,South India,Ferrero Rocher,Monthly,1116.0,Supermarket,Birthday,Stressed,5
CUST0069,14,Male,West India,Cadbury Dairy Milk,Monthly,1394.0,Local Shop,Diwali,Excited,2
CUST0070,42,Other,South India,Cadbury Dairy Milk,Monthly,867.0,Supermarket,Valentine'S Day,Excited,2
CUST0071,14,Other,North India,Ferrero Rocher,Weekly,270.0,Local Shop,Diwali,Happy,5
CUST0072,44,Female,South India,Amul Dark,Monthly,1586.0,Retail Store,New Year,Excited,2
CUST0073,54,Male,North India,Cadbury Dairy Milk,Monthly,1785.0,Supermarket,No Occasion,Happy,1
CUST0074,28,Male,East India,Nestle Kitkat,Monthly,1514.0,Online,No Occasion,Excited,1
CUST0075,24,Other,South India,Munch,Monthly,193.0,Local Shop,Birthday,Relaxed,4
CUST0076,13,Female,South India,Munch,Occasionally,939.0,Supermarket,Birthday,Stressed,1
CUST0077,20,Female,South India,Munch,Weekly,1101.0,Supermarket,No Occasion,Happy,2
CUST0078,60,Male,North India,Toblerone,Occasionally,1927.0,Local Shop,Diwali,Happy,2
CUST0079,25,Other,North India,Nestle Kitkat,Weekly,1923.0,Retail Store,New Year,Sad,3
CUST0080,27,Male,South India,Perk,Occasionally,839.0,Retail Store,Birthday,Relaxed,1
CUST0081,56,Male,South India,Nestle Kitkat,Monthly,602.0,Retail Store,Raksha Bandhan,Happy,5
CUST0082,20,Male,East India,Amul Dark,Monthly,893.0,Retail Store,Birthday,Happy,5
CUST0083,22,Male,East India,Nestle Kitkat,Weekly,708.0,Local Shop,Diwali,Happy,4
CUST0084,58,Other,West India,Amul Dark,Weekly,1930.0,Online,New Year,Excited,3
CUST0085,17,Female,East India,Ferrero Rocher,Weekly,1763.0,Supermarket,Valentine'S Day,Excited,5
CUST0086,31,Male,East India,Cadbury Dairy Milk,Weekly,1900.0,Supermarket,Valentine'S Day,Happy,4
CUST0087,59,Male,East India,5 Star,Monthly,886.0,Retail Store,Diwali,Relaxed,1
CUST0088,50,Male,North India,Cadbury Dairy Milk,Monthly,1068.0,Local Shop,No Occasion,Happy,3
CUST0089,23,Male,East India,Nestle Kitkat,Occasionally,1240.0,Online,Birthday,Bored,3
CUST0090,55,Female,East India,Cadbury Dairy Milk,Weekly,1708.0,Online,Birthday,Bored,2
CUST0091,32,Female,South India,Nestle Kitkat,Occasionally,1659.0,Supermarket,Birthday,Sad,1
CUST0092,32,Female,North India,Cadbury Dairy Milk,Monthly,800.0,Retail Store,Birthday,Bored,3
CUST0093,33,Female,West India,Munch,Weekly,298.0,Supermarket,Raksha Bandhan,Excited,4
CUST0094,30,Male,West India,Nestle Kitkat,Monthly,824.0,Supermarket,New Year,Excited,5
CUST0095,22,Other,East India,Ferrero Rocher,Weekly,813.0,Online,Diwali,Relaxed,1
CUST0096,46,Female,West India,Nestle Kitkat,Weekly,1430.0,Local Shop,Diwali,Stressed,1
CUST0097,38,Female,West India,Amul Dark,Monthly,1184.0,Online,New Year,Happy,3
CUST0098,42,Male,West India,5 Star,Monthly,741.0,Supermarket,Raksha Bandhan,Stressed,3
CUST0099,21,Male,East India,Amul Dark,Occasionally,1773.0,Retail Store,Valentine'S Day,Sad,3
CUST0100,58,Male,West India,Perk,Monthly,869.0,Retail Store,Birthday,Happy,4
CUST0101,43,Male,East India,Munch,Occasionally,768.0,Local Shop,Birthday,Stressed,2
CUST0102,54,Other,South India,Toblerone,Occasionally,283.0,Local Shop,New Year,Relaxed,3
CUST0103,16,Other,South India,Perk,Occasionally,73.0,Local Shop,New Year,Happy,2
CUST0104,18,Female,West India,Cadbury Dairy Milk,Monthly,1099.0,Supermarket,New Year,Relaxed,2
CUST0105,26,Other,South India,Amul Dark,Weekly,1454.0,Supermarket,New Year,Bored,1
CUST0106,16,Female,East India,Ferrero Rocher,Weekly,1803.0,Local Shop,Valentine'S Day,Excited,5
CUST0107,38,Female,South India,Perk,Monthly,1055.0,Retail Store,Valentine'S Day,Sad,5
CUST0108,59,Other,West India,5 Star,Monthly,1419.0,Retail Store,Birthday,Relaxed,4
CUST0109,60,Female,East India,Perk,Weekly,1451.0,Retail Store,Valentine'S Day,Relaxed,4
CUST0110,51,Male,North India,5 Star,Monthly,571.0,Supermarket,No Occasion,Happy,5
CUST0111,29,Female,East India,Cadbury Dairy Milk,Weekly,66.0,Online,Holi,Excited,5
CUST0112,31,Male,South India,Cadbury Dairy Milk,Occasionally,294.0,Retail Store,Raksha Bandhan,Happy,1
CUST0113,18,Other,North India,Nestle Kitkat,Weekly,767.0,Retail Store,Diwali,Happy,1
CUST0114,41,Other,East India,Munch,Monthly,819.0,Retail Store,Diwali,Excited,5
CUST0115,23,Female,North India,5 Star,Occasionally,1697.0,Local Shop,Raksha Bandhan,Happy,3
CUST0116,28,Male,North India,Perk,Weekly,766.0,Supermarket,Diwali,Stressed,3
CUST0117,42,Female,North India,Perk,Monthly,1612.0,Local Shop,Birthday,Happy,1
CUST0118,37,Other,East India,Perk,Occasionally,1656.0,Local Shop,No Occasion,Happy,2
CUST0119,52,Female,South India,Munch,Weekly,1761.0,Online,New Year,Happy,5
CUST0120,23,Female,East India,5 Star,Weekly,1275.0,Local Shop,Raksha Bandhan,Happy,4
CUST0121,19,Male,South India,Amul Dark,Monthly,1321.0,Online,Birthday,Sad,3
CUST0122,38,Other,East India,Perk,Monthly,167.0,Local Shop,Birthday,Excited,2
CUST0123,34,Female,East India,Cadbury Dairy Milk,Monthly,58.0,Retail Store,Holi,Stressed,3
CUST0124,37,Male,East India,Perk,Weekly,647.0,Supermarket,Holi,Excited,2
CUST0125,31,Female,South India,Nestle Kitkat,Monthly,72.0,Local Shop,No Occasion,Happy,5
CUST0126,43,Male,East India,Cadbury Dairy Milk,Weekly,289.0,Online,Birthday,Stressed,5
CUST0127,38,Male,North India,5 Star,Occasionally,1658.0,Supermarket,New Year,Happy,5
CUST0128,54,Female,East India,Ferrero Rocher,Monthly,76.0,Online,Diwali,Sad,1
CUST0129,53,Other,North India,Munch,Occasionally,1033.0,Retail Store,Birthday,Relaxed,2
CUST0130,48,Other,West India,Nestle Kitkat,Monthly,1934.0,Local Shop,Raksha Bandhan,Sad,4
CUST0131,35,Male,West India,Ferrero Rocher,Occasionally,1154.0,Supermarket,Birthday,Excited,4
CUST0132,59,Other,South India,Nestle Kitkat,Monthly,1669.0,Retail Store,New Year,Relaxed,5
CUST0133,25,Male,South India,Cadbury Dairy Milk,Monthly,248.0,Local Shop,Valentine'S Day,Sad,4
CUST0134,37,Other,West India,Nestle Kitkat,Monthly,1628.0,Local Shop,Diwali,Bored,3
CUST0135,14,Female,East India,Nestle Kitkat,Occasionally,824.0,Online,Diwali,Stressed,2
CUST0136,14,Other,East India,Cadbury Dairy Milk,Monthly,141.0,Online,Diwali,Stressed,2
CUST0137,28,Male,East India,Nestle Kitkat,Monthly,900.0,Retail Store,Diwali,Excited,2
CUST0138,21,Male,West India,Cadbury Dairy Milk,Monthly,1157.0,Online,Diwali,Sad,3
CUST0139,40,Other,North India,Perk,Occasionally,349.0,Retail Store,Raksha Bandhan,Happy,1
CUST0140,25,Female,South India,Cadbury Dairy Milk,Monthly,345.0,Retail Store,Raksha Bandhan,Stressed,3
CUST0141,47,Male,North India,Amul Dark,Monthly,696.0,Retail Store,No Occasion,Relaxed,2
CUST0142,53,Male,West India,5 Star,Monthly,1527.0,Online,Valentine'S Day,Relaxed,2
CUST0143,25,Male,North India,Ferrero Rocher,Monthly,1354.0,Supermarket,Diwali,Happy,2
CUST0144,43,Male,East India,Munch,Occasionally,1050.0,Retail Store,Birthday,Bored,4
CUST0145,33,Male,East India,Perk,Occasionally,1132.0,Supermarket,No Occasion,Excited,1
CUST0146,44,Female,North India,Perk,Monthly,958.0,Local Shop,New Year,Relaxed,3
CUST0147,46,Other,West India,Cadbury Dairy Milk,Monthly,920.0,Online,Valentine'S Day,Sad,2
CUST0148,20,Female,North India,5 Star,Occasionally,1415.0,Online,Birthday,Excited,5
CUST0149,53,Female,East India,5 Star,Monthly,802.0,Supermarket,New Year,Happy,1
CUST0150,60,Male,East India,Nestle Kitkat,Occasionally,1538.0,Local Shop,New Year,Stressed,5
CUST0151,14,Female,West India,Cadbury Dairy Milk,Weekly,1953.0,Local Shop,New Year,Relaxed,1
CUST0152,50,Male,North India,Nestle Kitkat,Weekly,391.0,Retail Store,No Occasion,Excited,2
CUST0153,44,Female,East India,Perk,Weekly,1683.0,Online,No Occasion,Happy,1
CUST0154,52,Male,East India,Nestle Kitkat,Monthly,111.0,Local Shop,Birthday,Bored,1
CUST0155,40,Male,North India,Perk,Occasionally,825.0,Local Shop,Birthday,Relaxed,2
CUST0156,49,Female,North India,Cadbury Dairy Milk,Weekly,674.0,Retail Store,New Year,Stressed,5
CUST0157,53,Female,South India,5 Star,Occasionally,1502.0,Retail Store,Holi,Stressed,5
CUST0158,13,Other,West India,Nestle Kitkat,Monthly,1731.0,Supermarket,Diwali,Happy,4
CUST0159,53,Other,West India,Cadbury Dairy Milk,Occasionally,1801.0,Online,No Occasion,Excited,5
CUST0160,22,Other,North India,Amul Dark,Monthly,305.0,Local Shop,Raksha Bandhan,Bored,5
CUST0161,16,Female,West India,Cadbury Dairy Milk,Occasionally,877.0,Supermarket,Birthday,Relaxed,1
CUST0162,47,Female,East India,Cadbury Dairy Milk,Weekly,1063.0,Online,No Occasion,Bored,4
CUST0163,22,Male,North India,Nestle Kitkat,Occasionally,1901.0,Supermarket,Raksha Bandhan,Excited,2
CUST0164,59,Other,North India,Ferrero Rocher,Weekly,1947.0,Online,Birthday,Relaxed,2
CUST0165,23,Male,North India,Munch,Monthly,1843.0,Online,Diwali,Sad,3
CUST0166,26,Male,South India,5 Star,Occasionally,1779.0,Local Shop,Birthday,Relaxed,4
CUST0167,50,Male,West India,Ferrero Rocher,Weekly,1420.0,Online,Raksha Bandhan,Relaxed,1
CUST0168,24,Male,South India,Cadbury Dairy Milk,Weekly,1599.0,Retail Store,Birthday,Happy,3
CUST0169,57,Other,East India,Ferrero Rocher,Monthly,1377.0,Local Shop,Birthday,Sad,3
CUST0170,29,Male,West India,Perk,Monthly,664.0,Retail Store,No Occasion,Happy,2
CUST0171,28,Female,South India,Nestle Kitkat,Monthly,294.0,Supermarket,No Occasion,Excited,5
CUST0172,47,Female,North India,Cadbury Dairy Milk,Weekly,806.0,Supermarket,Diwali,Excited,1
CUST0173,14,Female,South India,Nestle Kitkat,Weekly,873.0,Online,New Year,Happy,4
CUST0174,23,Other,North India,5 Star,Monthly,829.0,Online,Diwali,Stressed,3
CUST0175,53,Male,South India,Nestle Kitkat,Weekly,1809.0,Retail Store,Diwali,Relaxed,1
CUST0176,15,Other,South India,5 Star,Occasionally,781.0,Retail Store,Diwali,Relaxed,2
CUST0177,41,Male,South India,Nestle Kitkat,Weekly,1896.0,Retail Store,No Occasion,Stressed,3
CUST0178,30,Other,North India,Cadbury Dairy Milk,Monthly,1485.0,Supermarket,No Occasion,Relaxed,3
CUST0179,32,Other,South India,Nestle Kitkat,Weekly,927.0,Retail Store,Raksha Bandhan,Stressed,2
CUST0180,59,Male,West India,Ferrero Rocher,Weekly,1290.0,Local Shop,Raksha Bandhan,Happy,2
CUST0181,26,Other,West India,Cadbury Dairy Milk,Monthly,565.0,Local Shop,Raksha Bandhan,Happy,2
CUST0182,46,Male,West India,Cadbury Dairy Milk,Monthly,523.0,Supermarket,Birthday,Happy,1
CUST0183,43,Female,North India,Cadbury Dairy Milk,Weekly,85.0,Retail Store,Birthday,Excited,1
CUST0184,52,Female,North India,Cadbury Dairy Milk,Weekly,1251.0,Retail Store,Raksha Bandhan,Bored,1
CUST0185,54,Female,West India,Nestle Kitkat,Weekly,1460.0,Online,Holi,Relaxed,5
CUST0186,30,Other,West India,Munch,Occasionally,1842.0,Local Shop,Valentine'S Day,Relaxed,3
CUST0187,42,Female,West India,Ferrero Rocher,Monthly,1090.0,Supermarket,No Occasion,Happy,1
CUST0188,37,Male,East India,Amul Dark,Weekly,1784.0,Retail Store,New Year,Relaxed,5
CUST0189,31,Female,West India,Nestle Kitkat,Monthly,879.0,Online,Birthday,Happy,3
CUST0190,20,Female,South India,Nestle Kitkat,Occasionally,1121.0,Supermarket,Holi,Sad,1
CUST0191,40,Other,East India,Cadbury Dairy Milk,Occasionally,1135.0,Supermarket,Holi,Bored,2
CUST0192,20,Male,East India,Ferrero Rocher,Occasionally,1142.0,Local Shop,Valentine'S Day,Happy,4
CUST0193,43,Other,North India,Ferrero Rocher,Monthly,1732.0,Retail Store,Valentine'S Day,Excited,1
CUST0194,15,Other,South India,Cadbury Dairy Milk,Weekly,1944.0,Supermarket,No Occasion,Happy,4
CUST0195,15,Male,North India,5 Star,Weekly,415.0,Online,Raksha Bandhan,Stressed,1
CUST0196,56,Other,North India,Ferrero Rocher,Occasionally,1235.0,Online,Diwali,Happy,2
CUST0197,34,Male,South India,Nestle Kitkat,Occasionally,1812.0,Supermarket,Birthday,Stressed,4
CUST0198,29,Female,North India,Cadbury Dairy Milk,Monthly,994.0,Online,Holi,Happy,5
CUST0199,48,Male,South India,Amul Dark,Monthly,1025.0,Supermarket,Holi,Stressed,2
CUST0200,29,Male,South India,5 Star,Monthly,1561.0,Online,No Occasion,Relaxed,4
CUST0201,26,Male,North India,Nestle Kitkat,Monthly,480.0,Supermarket,Birthday,Stressed,4
CUST0202,21,Other,West India,Cadbury Dairy Milk,Weekly,908.0,Supermarket,Diwali,Sad,2
CUST0203,42,Male,North India,Ferrero Rocher,Monthly,1562.0,Supermarket,Birthday,Bored,2
CUST0204,33,Male,East India,Cadbury Dairy Milk,Weekly,279.0,Online,Holi,Relaxed,2
CUST0205,24,Male,North India,Perk,Weekly,419.0,Supermarket,Diwali,Happy,3
CUST0206,49,Female,South India,Amul Dark,Monthly,227.0,Local Shop,Raksha Bandhan,Stressed,5
CUST0207,44,Male,East India,Cadbury Dairy Milk,Weekly,1930.0,Supermarket,Diwali,Excited,1
CUST0208,23,Other,South India,Cadbury Dairy Milk,Weekly,1483.0,Retail Store,Birthday,Relaxed,4
CUST0209,32,Male,West India,Amul Dark,Weekly,617.0,Retail Store,No Occasion,Relaxed,1
CUST0210,47,Male,West India,Nestle Kitkat,Occasionally,1663.0,Local Shop,New Year,Happy,2
CUST0211,59,Female,East India,Cadbury Dairy Milk,Occasionally,1343.0,Supermarket,No Occasion,Relaxed,5
CUST0212,58,Male,West India,5 Star,Weekly,1279.0,Retail Store,Diwali,Stressed,5
CUST0213,23,Other,West India,Nestle Kitkat,Monthly,842.0,Supermarket,No Occasion,Bored,3
CUST0214,20,Male,North India,Ferrero Rocher,Weekly,1813.0,Retail Store,Holi,Excited,2
CUST0215,16,Other,North India,Cadbury Dairy Milk,Monthly,949.0,Online,Valentine'S Day,Happy,4
CUST0216,39,Female,West India,Amul Dark,Occasionally,1824.0,Online,No Occasion,Relaxed,3
CUST0217,56,Male,West India,Nestle Kitkat,Occasionally,1024.0,Local Shop,Valentine'S Day,Happy,2
CUST0218,52,Female,North India,Munch,Monthly,1873.0,Local Shop,No Occasion,Relaxed,3
CUST0219,50,Male,West India,Perk,Occasionally,131.0,Supermarket,No Occasion,Excited,1
CUST0220,59,Other,West India,Cadbury Dairy Milk,Occasionally,895.0,Local Shop,Holi,Relaxed,2
CUST0221,42,Female,South India,Nestle Kitkat,Occasionally,811.0,Supermarket,Birthday,Stressed,4
CUST0222,56,Male,West India,Nestle Kitkat,Monthly,1266.0,Online,Diwali,Happy,4
CUST0223,60,Other,East India,Ferrero Rocher,Monthly,667.0,Online,Birthday,Excited,2
CUST0224,60,Female,South India,5 Star,Monthly,1262.0,Retail Store,Birthday,Sad,3
CUST0225,39,Male,East India,Amul Dark,Weekly,1349.0,Supermarket,Holi,Relaxed,5
CUST0226,33,Female,West India,Cadbury Dairy Milk,Weekly,1147.0,Online,Holi,Happy,2
CUST0227,32,Male,North India,Perk,Occasionally,1083.0,Online,No Occasion,Stressed,4
CUST0228,16,Other,South India,Cadbury Dairy Milk,Monthly,1708.0,Supermarket,Diwali,Bored,1
CUST0229,23,Other,North India,5 Star,Occasionally,265.0,Retail Store,Holi,Relaxed,4
CUST0230,25,Female,South India,Perk,Weekly,339.0,Retail Store,No Occasion,Relaxed,5
CUST0231,21,Female,North India,Nestle Kitkat,Weekly,494.0,Retail Store,Holi,Relaxed,4
CUST0232,16,Male,South India,Nestle Kitkat,Occasionally,972.0,Retail Store,Diwali,Excited,5
CUST0233,24,Other,South India,5 Star,Monthly,601.0,Online,Diwali,Stressed,2
CUST0234,21,Male,East India,5 Star,Weekly,242.0,Supermarket,Diwali,Happy,4
CUST0235,25,Other,North India,Nestle Kitkat,Occasionally,1712.0,Supermarket,New Year,Relaxed,3
CUST0236,60,Female,East India,Nestle Kitkat,Occasionally,338.0,Online,New Year,Sad,3
CUST0237,38,Male,East India,Amul Dark,Monthly,632.0,Online,No Occasion,Excited,4
CUST0238,50,Male,North India,Cadbury Dairy Milk,Occasionally,1722.0,Online,Birthday,Excited,4
CUST0239,54,Other,South India,Cadbury Dairy Milk,Monthly,1217.0,Local Shop,Valentine'S Day,Stressed,1
CUST0240,25,Other,East India,Cadbury Dairy Milk,Occasionally,1462.0,Supermarket,New Year,Happy,4
CUST0241,51,Other,North India,Cadbury Dairy Milk,Occasionally,1939.0,Supermarket,Holi,Bored,1
CUST0242,40,Female,South India,Ferrero Rocher,Weekly,1965.0,Supermarket,No Occasion,Relaxed,1
CUST0243,31,Male,East India,Munch,Monthly,1480.0,Retail Store,Holi,Sad,1
CUST0244,36,Other,East India,Perk,Weekly,1884.0,Online,Birthday,Sad,1
CUST0245,31,Female,East India,Cadbury Dairy Milk,Weekly,1443.0,Online,New Year,Relaxed,2
CUST0246,25,Other,South India,Ferrero Rocher,Occasionally,906.0,Online,No Occasion,Happy,3
CUST0247,25,Male,East India,Ferrero Rocher,Monthly,1514.0,Local Shop,Birthday,Excited,1
CUST0248,40,Other,South India,Cadbury Dairy Milk,Occasionally,830.0,Supermarket,Raksha Bandhan,Excited,3
CUST0249,14,Male,West India,Munch,Occasionally,945.0,Online,Raksha Bandhan,Relaxed,1
CUST0250,22,Female,East India,Nestle Kitkat,Occasionally,969.0,Local Shop,Diwali,Relaxed,3
CUST0251,34,Female,West India,Munch,Occasionally,1724.0,Online,New Year,Happy,4
CUST0252,25,Other,North India,Nestle Kitkat,Monthly,613.0,Retail Store,Diwali,Happy,4
CUST0253,21,Male,East India,Amul Dark,Monthly,1602.0,Supermarket,Raksha Bandhan,Stressed,3
CUST0254,45,Male,North India,Cadbury Dairy Milk,Weekly,1750.0,Local Shop,Valentine'S Day,Stressed,1
CUST0255,26,Male,North India,Ferrero Rocher,Monthly,62.0,Online,Birthday,Bored,2
CUST0256,60,Other,North India,Cadbury Dairy Milk,Monthly,1775.0,Supermarket,Birthday,Excited,3
CUST0257,32,Male,West India,5 Star,Monthly,1036.0,Local Shop,New Year,Sad,5
CUST0258,27,Male,South India,5 Star,Monthly,389.0,Supermarket,Diwali,Relaxed,2
CUST0259,44,Male,West India,5 Star,Occasionally,914.0,Supermarket,Diwali,Happy,5
CUST0260,45,Male,West India,Perk,Occasionally,1947.0,Retail Store,Birthday,Bored,3
CUST0261,29,Other,North India,5 Star,Monthly,1937.0,Supermarket,Valentine'S Day,Stressed,1
CUST0262,36,Other,East India,Cadbury Dairy Milk,Monthly,1849.0,Local Shop,Valentine'S Day,Happy,5
CUST0263,42,Male,South India,Ferrero Rocher,Weekly,361.0,Supermarket,Diwali,Relaxed,3
CUST0264,25,Male,North India,Perk,Weekly,782.0,Local Shop,No Occasion,Excited,2
CUST0265,59,Female,South India,Amul Dark,Occasionally,1177.0,Supermarket,New Year,Excited,1
CUST0266,60,Female,West India,Perk,Weekly,388.0,Online,Diwali,Happy,5
CUST0267,28,Male,South India,Cadbury Dairy Milk,Occasionally,1271.0,Retail Store,Diwali,Excited,3
CUST0268,14,Male,South India,Cadbury Dairy Milk,Monthly,349.0,Online,No Occasion,Stressed,1
CUST0269,29,Female,East India,Munch,Weekly,1517.0,Retail Store,New Year,Happy,1
CUST0270,44,Female,North India,Amul Dark,Weekly,408.0,Local Shop,Birthday,Excited,4
CUST0271,55,Male,South India,Cadbury Dairy Milk,Monthly,1441.0,Retail Store,New Year,Excited,1
CUST0272,20,Other,South India,5 Star,Monthly,218.0,Supermarket,Holi,Relaxed,3
CUST0273,15,Other,West India,Munch,Occasionally,1222.0,Supermarket,Holi,Relaxed,2
CUST0274,24,Male,West India,Cadbury Dairy Milk,Occasionally,810.0,Online,Birthday,Excited,4
CUST0275,32,Male,South India,5 Star,Monthly,817.0,Retail Store,Birthday,Excited,3
CUST0276,28,Female,North India,Munch,Occasionally,1031.0,Local Shop,Diwali,Excited,3
